id,first_name,last_name,auto,rating,city
1470,Ислам,Абдуллаев,1124,7.546099290780142,Москва
1471,Шамиль,Алиев,1561,6.060344827586207,Балашиха
1472,Расул,Магомедов,777,7.487394957983193,Реутов
1473,Ислам,Гаджиев,24,6.591304347826087,Москва
1474,Гамид,Саидов,397,5.5131578947368425,Реутов
1475,Нурсултан,Рахимов,1231,5.575107296137339,Москва
1476,Эльнур,Абдрахманов,1361,5.489270386266094,Долгопрудный
1477,Ирина,Кузнецова,389,8.622047244094489,Железнодорожный
1478,Хасан,Джабраилов,756,8.074235807860262,Долгопрудный
1479,Темирлан,Юсупов,1625,5.847058823529411,Москва
1480,Залим,Джабраилов,1593,5.611353711790393,Москва
1481,Нурсултан,Турдиев,543,5.636752136752137,Люберцы
1482,Жомарт,Абдрахманов,1657,6.589285714285714,Долгопрудный
1483,Хасан,Абдурахман,1371,8.621739130434783,Долгопрудный
1484,Дильшод,Турдиев,1227,6.96969696969697,Люберцы
1485,Евгений,Смирнов,827,6.962962962962963,Мытищи
1486,Олег,Лебедев,332,5.684931506849315,Москва
1487,Бауржан,Рахимов,1316,5.39766081871345,Балашиха
1488,Магомед,Саидов,902,6.24822695035461,Мытищи
1489,Рахмат,Махмудов,1357,5.535087719298246,Железнодорожный
1490,Расул,Ахмед,1232,6.527027027027027,Москва
1491,Жомарт,Каримов,1433,7.155778894472362,Долгопрудный
1492,Шамиль,Алиев,696,5.590551181102362,Долгопрудный
1493,Жомарт,Назаров,355,6.690987124463519,Долгопрудный
1494,Бауржан,Мирзаев,471,5.972093023255814,Балашиха
1495,Дильшод,Махмудов,1214,5.5131578947368425,Долгопрудный
1496,Рахмат,Юсупов,1322,6.0,Реутов
1497,Рахмат,Мирзаев,568,7.107692307692307,Железнодорожный
1498,Аслан,Джабраилов,455,6.776315789473684,Москва
1499,Темирлан,Каримов,669,6.540284360189573,Москва
1500,Иван,Иванов,422,8.047413793103448,Долгопрудный
1501,Жомарт,Махмудов,378,4.650862068965517,Долгопрудный
1502,Евгений,Сидоров,394,7.9789029535864975,Подольск
1503,Темирлан,Жумаев,401,4.802575107296137,Москва
1504,Алексей,Иванов,1225,5.497797356828194,Химки
1505,Павел,Смирнов,1092,5.607407407407408,Подольск
1506,Дильшод,Касымов,536,7.23125,Долгопрудный
1507,Залим,Исаев,830,6.031645569620253,Люберцы
1508,Темирлан,Касымов,791,5.146017699115045,Москва
1509,Мария,Кузнецова,18,6.261224489795918,Москва
1510,Мурад,Магомедов,75,6.794117647058823,Москва
1511,Алексей,Козлов,1378,5.5851851851851855,Подольск
1512,Рахмат,Саидов,137,6.28740157480315,Железнодорожный
1513,Нурсултан,Абдрахманов,99,6.080851063829787,Железнодорожный
1514,Аслан,Исаев,83,7.38,Люберцы
1515,Дильшод,Абдрахманов,1673,5.510121457489879,Люберцы
1516,Темирлан,Абдрахманов,1556,6.1,Москва
1517,Жомарт,Рахимов,913,5.3604651162790695,Москва
1518,Олег,Новиков,1249,5.793103448275862,Москва
1519,Гамид,Алиев,22,7.594142259414226,Москва
1520,Рахмат,Мирзаев,475,7.134920634920635,Москва
1521,Михаил,Морозов,1792,6.89622641509434,Мытищи
1522,Дильшод,Абдуллаев,435,5.944954128440367,Москва
1523,Дмитрий,Кузнецов,1140,7.061904761904762,Железнодорожный
1524,Алишер,Юсупов,561,6.32089552238806,Москва
1525,Шамиль,Караев,1508,6.297101449275362,Железнодорожный
1526,Евгений,Петров,546,6.399141630901288,Москва
1527,Мурад,Абдурахман,47,5.558620689655172,Железнодорожный
1528,Бауржан,Каримов,1196,6.380952380952381,Москва
1529,Нигина,Саидова,831,8.24390243902439,Москва
1530,Олег,Лебедев,1114,5.595238095238095,Москва
1531,Эльнур,Касымов,1353,6.149038461538462,Долгопрудный
1532,Алишер,Алимов,1675,9.007246376811594,Балашиха
1533,Нигина,Абдрахманова,652,5.62621359223301,Москва
1534,Ислам,Гаджиев,1410,5.903225806451613,Подольск
1535,Дильшод,Махмудов,1161,5.714285714285714,Железнодорожный
1536,Бауржан,Каримов,960,6.8108108108108105,Москва
1537,Залим,Гаджиев,1158,6.345991561181434,Подольск
1538,Татьяна,Кузнецова,1257,7.627118644067797,Москва
1539,Эльнур,Алимов,1011,6.408333333333333,Долгопрудный
1540,Владимир,Новиков,1502,6.2384937238493725,Мытищи
1541,Темирлан,Махмудов,1213,6.462264150943396,Москва
1542,Евгений,Новиков,398,6.191489361702128,Подольск
1543,Ислам,Магомедов,1138,6.358870967741935,Химки
1544,Ислам,Джабраилов,1388,7.873239436619718,Москва
1545,Нурсултан,Абдрахманов,360,6.358695652173913,Подольск
1546,Ислам,Караев,9,7.052208835341365,Химки
1547,Жомарт,Мирзаев,1767,7.72189349112426,Королев
1548,Гамид,Исаев,1145,6.253886010362694,Люберцы
1549,Бауржан,Мирзаев,1179,5.916666666666667,Долгопрудный
1550,Николай,Смирнов,1436,5.572413793103448,Железнодорожный
1551,Залим,Джабраилов,809,6.954802259887006,Балашиха
1552,Диля,Турдиева,273,7.48207171314741,Москва
1553,Саид,Рахимов,555,5.503225806451613,Москва
1554,Екатерина,Морозова,409,7.962121212121212,Реутов
1555,Шамиль,Саидов,996,6.546218487394958,Москва
1556,Магомед,Магомедов,210,5.915966386554622,Москва
1557,Хасан,Абдурахман,267,5.952586206896552,Железнодорожный
1558,Магомед,Юсупов,1217,5.181434599156118,Москва
1559,Залим,Алиев,1255,4.923913043478261,Мытищи
1560,Алексей,Смирнов,359,6.987704918032787,Москва
1561,Саид,Саидов,66,6.0394736842105265,Москва
1562,Мурад,Караев,539,5.864583333333333,Москва
1563,Рахмат,Махмудов,1152,6.645739910313901,Москва
1564,Дмитрий,Сидоров,1529,7.207792207792208,Москва
1565,Рахмат,Алимов,218,6.06113537117904,Железнодорожный
1566,Расул,Шарипов,255,6.182926829268292,Мытищи
1567,Гамид,Саидов,95,5.566433566433567,Москва
1568,Зара,Исаева,467,7.563953488372093,Москва
1569,Евгений,Попов,851,9.666666666666666,Железнодорожный
1570,Нигина,Каримова,1544,5.289340101522843,Москва
1571,Иван,Сидоров,630,6.794520547945205,Химки
1572,Ислам,Джабраилов,1769,7.090225563909774,Мытищи
1573,Владимир,Иванов,1315,7.583941605839416,Подольск
1574,Сергей,Иванов,702,5.826086956521739,Железнодорожный
1575,Павел,Попов,1374,9.39864864864865,Мытищи
1576,Залим,Саидов,1053,6.243055555555555,Москва
1577,Алишер,Абдрахманов,1658,6.240816326530612,Химки
1578,Владимир,Кузнецов,275,6.342245989304812,Москва
1579,Лейла,Багаева,296,7.022388059701493,Балашиха
1580,Евгений,Петров,970,5.531645569620253,Подольск
1581,Саид,Назаров,842,5.934156378600823,Подольск
1582,Рахмат,Алимов,1806,7.282258064516129,Москва
1583,Дмитрий,Смирнов,754,6.222222222222222,Москва
1584,Мурад,Саидов,938,6.920863309352518,Москва
1585,Расул,Алиев,1288,6.988636363636363,Реутов
1586,Дильшод,Алимов,737,7.813664596273292,Москва
1587,Саид,Турдиев,15,4.831932773109243,Москва
1588,Рустам,Касымов,545,6.094420600858369,Химки
1589,Владимир,Петров,1321,5.2110091743119265,Люберцы
1590,Бауржан,Абдрахманов,1135,6.545454545454546,Реутов
1591,Дмитрий,Сидоров,194,7.205240174672489,Москва
1592,Алексей,Лебедев,1763,7.967032967032967,Москва
1593,Махира,Юсупова,1686,7.95,Москва
1594,Аслан,Алиев,94,7.3954545454545455,Москва
1595,Алишер,Турдиев,1001,6.4104803493449785,Москва
1596,Сергей,Новиков,1799,7.211538461538462,Москва
1597,Алишер,Турдиев,775,6.200757575757576,Москва
1598,Алишер,Рахимов,1174,7.308641975308642,Долгопрудный
1599,Рахмат,Турдиев,17,6.525581395348837,Москва
1600,Эльнур,Турдиев,1182,6.824675324675325,Москва
1601,Дильшод,Махмудов,686,7.090128755364807,Железнодорожный
1602,Рахмат,Турдиев,427,6.6016260162601625,Мытищи
1603,Залим,Юсупов,763,7.172413793103448,Люберцы
1604,Ольга,Попова,1173,6.9491525423728815,Мытищи
1605,Нурсултан,Алимов,982,5.4576271186440675,Москва
1606,Алишер,Юсупов,1730,6.157894736842105,Москва
1607,Алишер,Жумаев,183,7.13135593220339,Москва
1608,Магомед,Исаев,1755,5.912133891213389,Железнодорожный
1609,Владимир,Новиков,565,5.3496932515337425,Москва
